Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
D300244:bin_000034.fa,k__Bacteria (UID1453),901,171,117,61.11,1.45,66.67,812321,12104,872,872,9306,347,280,266,1253,1152,34.4,6.57,-100.0,-1,-1,52,116,3,0,0,0
D300244:bin_000035.fa,o__Clostridiales (UID1212),172,263,149,83.42,4.87,53.85,2144856,22427,2193,2193,10437,353,288,277,1644,1575,39.3,5.52,-100.0,-1,-1,65,185,13,0,0,0
D300244:bin_000036.fa,g__Prevotella (UID2721),65,530,280,87.06,3.24,45.45,2223880,33550,2060,2060,10096,402,315,298,3604,3418,38.9,5.24,-100.0,-1,-1,95,424,11,0,0,0
D300244:bin_000037.fa,o__Clostridiales (UID1212),172,261,147,81.24,4.65,88.89,1759821,18050,1851,1851,5713,351,282,273,1497,1428,35.8,6.67,-100.0,-1,-1,84,168,9,0,0,0
D300244:bin_000038.fa,o__Bacteroidales (UID2716),92,487,270,94.71,29.01,11.96,14218004,236329,14067,14067,9757,392,304,288,2770,2616,39.2,5.16,-100.0,-1,-1,48,334,85,14,2,4
D300244:bin_000039.fa,o__Clostridiales (UID1212),172,261,147,74.49,3.12,66.67,1890456,18987,1954,1954,7784,349,288,278,1480,1414,37.8,6.08,-100.0,-1,-1,82,173,6,0,0,0
D300244:bin_000040.fa,o__Clostridiales (UID1212),172,263,149,64.46,2.01,0.0,1454918,14517,1645,1645,3208,318,251,242,1332,1257,36.9,7.72,-100.0,-1,-1,96,163,4,0,0,0
D300244:bin_000041.fa,o__Bacteroidales (UID2716),92,487,270,56.17,0.56,75.0,1743981,24251,1374,1374,19819,444,360,343,2534,2339,38.5,4.9,-100.0,-1,-1,172,311,4,0,0,0
D300244:bin_000042.fa,g__Prevotella (UID2721),65,530,280,79.91,1.16,60.0,1855592,28790,1770,1770,7081,395,314,297,2524,2336,40.3,5.43,-100.0,-1,-1,129,396,5,0,0,0
D300244:bin_000043.fa,p__Firmicutes (UID1022),100,295,158,91.51,29.69,83.72,3125265,37281,3390,3390,4686,348,271,260,1606,1510,39.1,5.57,-100.0,-1,-1,42,180,70,2,0,1
D300244:bin_000044.fa,k__Bacteria (UID203),5449,104,58,73.28,5.17,100.0,3115420,48871,2663,2663,21213,438,349,331,2595,2396,39.1,4.26,-100.0,-1,-1,56,45,3,0,0,0
D300244:bin_000045.fa,k__Bacteria (UID2372),131,177,106,64.83,0.21,0.0,1282671,20204,1604,1604,3605,302,245,232,1234,1173,40.5,8.16,-100.0,-1,-1,49,123,5,0,0,0
D300244:bin_000046.fa,k__Bacteria (UID203),5449,103,57,63.83,0.0,0.0,1671236,23717,1846,1846,3926,340,271,258,1257,1203,38.8,4.47,-100.0,-1,-1,58,45,0,0,0,0
D300244:bin_000047.fa,o__Clostridiales (UID1212),172,261,147,82.31,34.29,56.69,3052974,31114,3525,3525,3149,315,252,243,1993,1846,35.9,6.58,-100.0,-1,-1,64,121,55,18,3,0
D300244:bin_000048.fa,o__Bacteroidales (UID2716),92,487,270,70.17,2.84,50.0,1614299,23776,1655,1655,4049,371,294,280,1716,1595,38.3,4.75,-100.0,-1,-1,172,303,12,0,0,0
D300244:bin_000049.fa,o__Clostridiales (UID1212),172,261,147,68.12,1.04,66.67,1656017,16482,1869,1869,4251,327,259,250,1252,1193,38.4,5.38,-100.0,-1,-1,92,166,3,0,0,0
D300244:bin_000050.fa,p__Bacteroidetes (UID2605),350,316,210,60.77,5.92,20.69,1583952,21556,1750,1750,3419,364,277,265,1562,1482,38.8,4.14,-100.0,-1,-1,133,160,20,3,0,0
D300244:bin_000051.fa,o__Bacteroidales (UID2657),160,492,269,60.62,3.47,21.74,1619487,20980,1665,1665,2766,388,294,282,2355,2179,39.4,3.85,-100.0,-1,-1,211,267,11,2,1,0
D300244:bin_000052.fa,k__Bacteria (UID2329),174,149,89,60.57,0.0,0.0,866811,12479,926,926,3492,369,287,274,1437,1364,38.9,6.16,-100.0,-1,-1,72,77,0,0,0,0
D300244:bin_000053.fa,f__Lachnospiraceae (UID1286),57,420,207,80.79,40.72,3.57,4315040,54268,4850,4850,4987,334,263,252,1731,1650,39.2,5.93,-100.0,-1,-1,101,203,82,30,4,0
D300244:bin_000054.fa,p__Proteobacteria (UID3887),1487,256,161,43.47,1.24,0.0,909523,8250,1089,1089,2456,341,245,237,1456,1411,35.2,0.0,-100.0,-1,-1,120,128,8,0,0,0
D300244:bin_000055.fa,k__Bacteria (UID203),5449,104,58,50.0,1.72,100.0,1862218,24436,1797,1797,4767,378,295,282,2645,2479,36.1,5.98,-100.0,-1,-1,71,32,1,0,0,0
D300245:bin_000001.fa,o__Clostridiales (UID1212),172,263,149,99.11,0.84,50.0,2683464,28717,2591,2591,39724,370,302,291,3714,3508,39.0,4.88,-100.0,-1,-1,2,259,2,0,0,0
D300245:bin_000002.fa,o__Clostridiales (UID1212),172,263,149,99.66,2.35,20.0,2564094,36010,2354,2355,106078,388,328,312,2343,2239,39.7,6.09,-100.0,-1,-1,1,257,5,0,0,0
D300245:bin_000003.fa,o__Selenomonadales (UID1024),64,334,167,96.86,2.45,28.57,2174207,21674,2230,2230,12846,353,289,280,1615,1541,37.9,4.83,-100.0,-1,-1,6,321,7,0,0,0
D300245:bin_000004.fa,k__Bacteria (UID1453),901,171,117,89.74,2.14,25.0,2448413,52422,2365,2365,60688,384,308,286,12699,11144,37.1,5.44,-100.0,-1,-1,13,154,4,0,0,0
D300245:bin_000005.fa,c__Betaproteobacteria (UID3971),223,425,211,88.67,1.3,16.67,1884365,47088,1671,1682,25338,387,333,303,1805,1613,34.6,6.49,-100.0,-1,-1,41,378,6,0,0,0
D300245:bin_000006.fa,o__Bacteroidales (UID2617),213,406,265,93.21,1.64,50.0,2646034,38596,2368,2368,8938,406,322,306,2496,2287,37.2,4.99,-100.0,-1,-1,23,377,6,0,0,0
D300245:bin_000007.fa,p__Firmicutes (UID1022),100,295,158,98.71,3.16,20.0,2700167,41613,2570,2570,23237,377,310,294,1573,1445,38.8,4.85,-100.0,-1,-1,4,286,5,0,0,0
D300245:bin_000008.fa,c__Epsilonproteobacteria (UID3065),111,445,271,96.17,0.68,66.67,1558918,23458,1556,1556,32498,358,292,277,1559,1492,37.7,4.77,-100.0,-1,-1,16,426,3,0,0,0
D300245:bin_000009.fa,g__Lactobacillus (UID377),91,430,154,97.71,2.97,55.56,2000751,32412,2117,2117,28260,352,279,264,1650,1487,35.2,8.09,-100.0,-1,-1,7,416,6,1,0,0
D300245:bin_000010.fa,o__Bacteroidales (UID2716),92,487,270,97.65,1.85,50.0,2796717,39906,2402,2402,31552,424,345,329,3278,3058,38.1,5.24,-100.0,-1,-1,13,466,8,0,0,0
D300245:bin_000011.fa,o__Bacteroidales (UID2657),160,492,269,92.0,2.55,81.82,2422743,31192,2079,2079,10624,438,348,333,3260,3062,39.4,4.52,-100.0,-1,-1,40,441,11,0,0,0
D300245:bin_000012.fa,o__Clostridiales (UID1212),172,263,149,97.76,0.02,100.0,2262142,28586,2229,2230,18016,387,314,301,1725,1663,39.9,5.81,-100.0,-1,-1,6,256,1,0,0,0
D300245:bin_000013.fa,k__Bacteria (UID2565),2921,152,93,95.7,0.18,100.0,1453653,24263,1426,1426,54761,363,304,287,1841,1697,36.9,8.17,-100.0,-1,-1,5,146,1,0,0,0
D300245:bin_000014.fa,o__Bacteroidales (UID2657),160,492,269,95.91,3.16,55.56,2492194,29291,2026,2026,18512,429,337,323,3524,3316,36.9,5.02,-100.0,-1,-1,18,465,9,0,0,0
D300245:bin_000015.fa,o__Bacteroidales (UID2657),160,492,269,93.74,8.63,48.78,2904514,35660,2360,2360,12447,436,337,322,2517,2340,36.4,4.42,-100.0,-1,-1,23,434,32,3,0,0
D300245:bin_000016.fa,g__Prevotella (UID2722),64,532,281,94.9,2.19,5.88,3104106,48482,2561,2561,88660,438,356,337,2632,2480,38.6,5.17,-100.0,-1,-1,22,493,17,0,0,0
D300245:bin_000017.fa,p__Firmicutes (UID1022),100,295,158,96.35,2.22,50.0,2243226,18143,2048,2048,8708,359,283,274,3559,3378,38.0,6.23,-100.0,-1,-1,14,277,4,0,0,0
D300245:bin_000018.fa,o__Clostridiales (UID1212),172,263,149,97.99,0.67,100.0,2563303,38229,2393,2393,54451,389,325,309,1773,1678,38.6,5.91,-100.0,-1,-1,5,257,1,0,0,0
D300245:bin_000019.fa,o__Selenomonadales (UID1024),64,334,167,99.88,3.48,47.37,2029953,23624,2027,2027,23409,358,294,283,1393,1319,37.9,3.72,-100.0,-1,-1,6,311,16,1,0,0
D300245:bin_000020.fa,o__Bacteroidales (UID2716),92,487,270,93.51,4.14,53.33,2471201,35542,2125,2125,11513,413,339,322,2569,2370,36.9,4.64,-100.0,-1,-1,28,444,15,0,0,0
D300245:bin_000021.fa,g__Prevotella (UID2724),55,567,296,96.89,5.8,12.12,3032743,42166,2390,2390,29520,436,364,346,2873,2718,37.2,5.23,-100.0,-1,-1,23,511,33,0,0,0
D300245:bin_000022.fa,p__Bacteroidetes (UID2605),350,316,210,93.25,19.74,39.66,2692034,37171,2569,2569,10046,411,321,306,3600,3387,39.2,4.35,-100.0,-1,-1,17,245,52,2,0,0
D300245:bin_000023.fa,p__Firmicutes (UID1022),100,295,158,96.47,2.88,12.5,2321588,29723,2325,2325,19674,370,297,284,1964,1848,39.0,4.57,-100.0,-1,-1,23,264,8,0,0,0
D300245:bin_000024.fa,o__Bacteroidales (UID2716),92,487,270,94.46,4.0,40.0,3055607,46023,3114,3114,11511,379,286,271,3515,3356,38.6,5.37,-100.0,-1,-1,28,431,27,1,0,0
D300245:bin_000025.fa,g__Prevotella (UID2724),55,567,296,95.91,2.39,50.0,2733593,44123,2271,2271,30340,433,358,338,2580,2361,37.8,5.61,-100.0,-1,-1,36,519,11,1,0,0
D300245:bin_000026.fa,o__Bacteroidales (UID2657),160,492,269,90.35,3.7,39.13,3021245,36658,2598,2598,8370,433,331,317,3674,3449,37.6,5.42,-100.0,-1,-1,46,425,20,1,0,0
D300245:bin_000027.fa,f__Lachnospiraceae (UID1286),57,420,207,98.25,6.05,12.0,2875999,35321,2748,2748,48113,386,316,304,5113,4855,38.9,6.57,-100.0,-1,-1,29,370,19,2,0,0
D300245:bin_000028.fa,k__Bacteria (UID203),5449,104,58,98.28,12.76,58.62,2530958,34102,2471,2471,30425,383,305,292,2304,2200,38.5,6.03,-100.0,-1,-1,1,66,18,15,4,0
D300245:bin_000029.fa,o__Clostridiales (UID1226),155,278,158,87.71,0.49,15.38,1892808,19839,1900,1900,5026,357,288,278,1539,1482,36.4,6.79,-100.0,-1,-1,29,238,10,1,0,0
D300245:bin_000030.fa,o__Bacteroidales (UID2657),160,492,269,78.05,1.97,46.67,2021451,27103,1781,1782,6431,419,336,321,2542,2447,37.3,4.56,-100.0,-1,-1,105,376,9,2,0,0
D300245:bin_000031.fa,o__Bacteroidales (UID2617),213,406,265,83.25,1.07,50.0,1649022,22603,1707,1707,3721,372,291,278,2126,2025,38.0,4.56,-100.0,-1,-1,73,329,4,0,0,0
D300245:bin_000032.fa,o__Bacteroidales (UID2716),92,487,270,95.01,3.02,58.33,2751986,38571,2304,2304,13437,424,336,320,2559,2376,37.3,5.45,-100.0,-1,-1,52,423,12,0,0,0
D300245:bin_000033.fa,k__Bacteria (UID203),5449,104,58,85.5,8.15,75.0,2266353,33440,1952,1952,15813,428,349,332,2556,2368,38.0,5.52,-100.0,-1,-1,22,62,16,4,0,0
D300245:bin_000034.fa,f__Lachnospiraceae (UID1286),57,420,207,97.44,21.77,35.14,4161508,55515,4043,4043,38910,382,304,291,3822,3511,39.8,5.74,-100.0,-1,-1,31,280,108,1,0,0
D300245:bin_000035.fa,f__Spirochaetaceae (UID2535),33,249,143,74.4,0.47,0.0,1741736,26778,1875,1875,3759,345,279,264,1510,1427,38.3,7.44,-100.0,-1,-1,50,197,2,0,0,0
D300245:bin_000036.fa,p__Bacteroidetes (UID2605),350,316,210,77.92,10.98,37.14,2393207,32039,2521,2521,3556,371,293,280,1747,1665,40.6,4.03,-100.0,-1,-1,66,219,29,2,0,0
D300245:bin_000037.fa,o__Bacteroidales (UID2716),92,487,270,77.67,3.73,17.65,2272451,33141,2034,2034,4739,417,322,306,2452,2299,38.8,5.34,-100.0,-1,-1,121,351,14,1,0,0
D300245:bin_000038.fa,o__Clostridiales (UID1212),172,263,149,94.63,52.21,95.83,3864851,62581,4030,4030,6047,361,288,273,3499,3264,40.7,5.37,-100.0,-1,-1,12,143,102,6,0,0
D300245:bin_000039.fa,k__Bacteria (UID1453),901,171,117,67.12,1.71,20.0,1630366,32110,1837,1837,6729,331,269,251,1915,1775,36.8,4.1,-100.0,-1,-1,67,99,5,0,0,0
D300245:bin_000040.fa,k__Bacteria (UID2329),174,149,89,72.81,2.25,0.0,1090697,17813,1325,1325,4450,305,254,240,1784,1611,37.1,5.41,-100.0,-1,-1,42,105,2,0,0,0
D300245:bin_000041.fa,k__Bacteria (UID203),5449,104,58,65.52,1.72,100.0,2414713,29601,2060,2060,5638,420,324,310,1515,1428,38.0,4.24,-100.0,-1,-1,60,43,1,0,0,0
D300245:bin_000042.fa,p__Firmicutes (UID1022),100,295,158,67.23,6.01,76.92,1802270,21561,2137,2137,2473,317,250,240,1212,1113,39.2,6.17,-100.0,-1,-1,110,172,13,0,0,0
D300245:bin_000043.fa,k__Bacteria (UID1453),901,171,117,60.49,0.85,0.0,1366339,25531,1549,1549,4595,333,263,246,1982,1835,36.7,12.43,-100.0,-1,-1,77,93,1,0,0,0
D300245:bin_000044.fa,f__Lachnospiraceae (UID1286),57,420,207,75.86,2.24,28.57,1643258,19898,1502,1502,39584,399,327,314,6393,6035,39.6,6.84,-100.0,-1,-1,168,247,4,1,0,0
D300245:bin_000045.fa,k__Bacteria (UID203),5449,104,58,55.69,0.86,100.0,2586831,38592,2314,2314,15205,409,325,308,2554,2353,39.3,4.59,-100.0,-1,-1,64,39,1,0,0,0
D300245:bin_000046.fa,o__Bacteroidales (UID2716),92,487,270,83.22,43.84,55.5,3102423,47914,2671,2671,13748,440,356,338,2801,2638,39.1,5.3,-100.0,-1,-1,111,210,149,17,0,0
D300245:bin_000047.fa,k__Bacteria (UID203),5449,104,58,63.79,0.0,0.0,2068509,31563,1875,1875,8514,403,325,309,2206,2069,37.5,4.86,-100.0,-1,-1,62,42,0,0,0,0
D300245:bin_000048.fa,k__Bacteria (UID2329),174,149,89,51.75,1.12,0.0,776040,10993,850,850,3039,348,277,264,1127,1074,38.8,7.28,-100.0,-1,-1,70,78,1,0,0,0
D300246:bin_000001.fa,o__Selenomonadales (UID1024),64,334,167,98.6,9.73,87.5,2696923,28233,2824,2824,10390,352,282,272,1615,1542,37.8,5.6,-100.0,-1,-1,3,309,21,1,0,0
D300246:bin_000002.fa,p__Firmicutes (UID1022),100,295,158,99.66,1.52,0.0,1899023,23250,1789,1789,23474,382,315,302,1477,1385,39.1,4.4,-100.0,-1,-1,2,288,5,0,0,0
D300246:bin_000003.fa,o__Bacteroidales (UID2657),160,492,269,96.84,2.97,0.0,2721835,36714,2189,2189,30870,440,345,328,2465,2273,36.3,5.43,-100.0,-1,-1,12,468,12,0,0,0
D300246:bin_000004.fa,k__Bacteria (UID2372),131,177,106,99.06,0.0,0.0,2306077,34693,2316,2316,21534,352,293,279,1873,1724,39.9,7.51,-100.0,-1,-1,4,173,0,0,0,0
D300246:bin_000005.fa,g__Prevotella (UID2722),64,532,281,94.66,1.26,21.43,2899746,45825,2296,2296,77101,456,373,353,5073,4762,38.5,5.2,-100.0,-1,-1,19,499,14,0,0,0
D300246:bin_000006.fa,o__Clostridiales (UID1212),172,263,149,100.0,1.13,37.5,2569351,43972,2360,2360,63691,382,324,306,1588,1476,39.9,5.05,-100.0,-1,-1,0,255,8,0,0,0
D300246:bin_000007.fa,g__Lactobacillus (UID377),91,430,154,95.73,1.3,7.69,1560279,24614,1577,1577,27556,360,296,280,1436,1366,35.6,5.18,-100.0,-1,-1,14,403,13,0,0,0
D300246:bin_000008.fa,o__Clostridiales (UID1120),304,250,143,77.48,2.28,0.0,1533227,31730,1522,1522,94128,364,302,281,3271,2970,38.4,6.52,-100.0,-1,-1,43,200,7,0,0,0
D300246:bin_000009.fa,o__Bacteroidales (UID2617),213,406,265,94.56,2.58,77.78,2628085,38520,2313,2313,9989,414,328,312,2496,2288,37.2,5.19,-100.0,-1,-1,24,373,9,0,0,0
D300246:bin_000010.fa,k__Bacteria (UID1453),901,171,117,85.68,8.21,31.25,2024708,38656,2216,2216,9542,332,270,253,1642,1530,37.2,7.4,-100.0,-1,-1,21,139,10,0,1,0
D300246:bin_000011.fa,o__Clostridiales (UID1226),155,278,158,95.68,2.97,33.33,2662772,30558,2434,2434,17923,392,322,309,1600,1529,39.3,7.35,-100.0,-1,-1,13,256,9,0,0,0
D300246:bin_000012.fa,k__Bacteria (UID2329),174,149,89,94.19,0.0,0.0,1385567,19497,1276,1276,12681,406,327,312,1457,1384,39.0,6.73,-100.0,-1,-1,7,142,0,0,0,0
D300246:bin_000013.fa,o__Clostridiales (UID1226),155,278,158,85.12,0.63,50.0,1941089,20218,1834,1834,6731,367,305,294,1460,1396,36.5,6.14,-100.0,-1,-1,35,241,2,0,0,0
D300246:bin_000014.fa,o__Clostridiales (UID1375),50,332,124,98.92,2.22,20.0,2689401,49642,2671,2671,37315,348,293,274,2823,2609,41.7,5.13,-100.0,-1,-1,20,307,5,0,0,0
D300246:bin_000015.fa,p__Firmicutes (UID1022),100,295,158,95.99,3.31,84.62,2727744,24265,2713,2713,6028,357,265,256,3448,3277,38.0,5.54,-100.0,-1,-1,11,273,10,1,0,0
D300246:bin_000016.fa,o__Bacteroidales (UID2657),160,492,269,95.03,3.84,14.29,2233228,35371,2006,2006,14085,396,327,309,2479,2280,39.0,5.55,-100.0,-1,-1,33,445,14,0,0,0
D300246:bin_000017.fa,g__Prevotella (UID2724),55,567,296,98.82,3.68,5.88,3106409,43279,2480,2480,32060,435,360,343,3166,2985,37.3,5.11,-100.0,-1,-1,20,530,17,0,0,0
D300246:bin_000018.fa,k__Bacteria (UID2329),174,149,89,97.27,1.12,100.0,1674809,25121,1447,1447,36661,419,348,331,1607,1493,39.6,6.67,-100.0,-1,-1,4,144,1,0,0,0
D300246:bin_000019.fa,o__Clostridiales (UID1212),172,263,149,96.79,5.17,0.0,2229325,23548,2266,2266,17828,356,292,281,1560,1484,37.7,6.61,-100.0,-1,-1,15,234,13,1,0,0
D300246:bin_000020.fa,o__Clostridiales (UID1212),172,261,147,94.82,8.96,22.22,2474256,24971,2381,2381,8465,365,293,283,1481,1418,36.3,7.08,-100.0,-1,-1,33,212,15,1,0,0
D300246:bin_000021.fa,o__Bacteroidales (UID2716),92,487,270,95.58,2.9,45.45,2768057,44829,2310,2310,34085,428,357,338,2365,2162,37.8,5.74,-100.0,-1,-1,61,415,11,0,0,0
D300246:bin_000022.fa,k__Bacteria (UID203),5449,103,58,95.4,17.79,0.0,2431357,30117,2544,2544,10417,369,290,278,3008,2861,36.3,9.51,-100.0,-1,-1,4,73,23,3,0,0
D300246:bin_000023.fa,k__Bacteria (UID2329),174,149,89,88.37,0.27,0.0,1335063,31582,1372,1373,17918,355,285,262,2274,2072,37.7,6.51,-100.0,-1,-1,19,128,2,0,0,0
D300246:bin_000024.fa,o__Clostridiales (UID1212),172,261,147,92.68,10.35,80.77,2365329,23438,2449,2449,6569,342,278,269,1512,1443,36.4,5.97,-100.0,-1,-1,15,220,26,0,0,0
D300246:bin_000025.fa,g__Lactobacillus (UID380),58,449,129,86.31,2.6,30.0,1782377,30575,1916,1916,9208,332,278,262,1666,1501,35.1,4.73,-100.0,-1,-1,76,363,10,0,0,0
D300246:bin_000026.fa,k__Bacteria (UID203),5449,104,58,95.14,14.14,0.0,2011163,31034,2102,2102,16123,348,282,267,1444,1383,34.5,7.6,-100.0,-1,-1,11,62,31,0,0,0
D300246:bin_000027.fa,o__Bacteroidales (UID2716),92,487,270,92.0,3.3,60.0,2834493,39748,2425,2425,14025,426,330,314,2384,2283,37.3,5.2,-100.0,-1,-1,61,411,15,0,0,0
D300246:bin_000028.fa,k__Bacteria (UID203),5449,103,58,90.91,21.55,14.29,2830262,56839,2949,2949,14917,332,281,262,2889,2595,41.3,8.35,-100.0,-1,-1,8,67,28,0,0,0
D300246:bin_000029.fa,o__Bacteroidales (UID2657),160,492,269,81.4,7.23,87.1,2158393,27194,2225,2225,3998,384,282,269,1979,1866,35.9,6.21,-100.0,-1,-1,82,381,28,1,0,0
D300246:bin_000030.fa,f__Lachnospiraceae (UID1286),57,420,207,88.02,2.61,46.15,2229388,32236,2331,2331,6939,355,286,272,1421,1345,39.2,5.06,-100.0,-1,-1,65,342,13,0,0,0
D300246:bin_000031.fa,o__Bacteroidales (UID2716),92,487,270,96.6,4.63,20.0,2919078,36135,2355,2355,74323,427,353,338,2566,2398,37.7,5.2,-100.0,-1,-1,61,406,20,0,0,0
D300246:bin_000032.fa,f__Veillonellaceae (UID1032),33,423,214,84.24,3.58,23.08,1865012,26493,1991,1992,6791,353,284,270,1666,1533,35.6,6.18,-100.0,-1,-1,84,328,10,1,0,0
D300246:bin_000033.fa,f__Veillonellaceae (UID1032),33,423,214,90.87,3.13,7.69,2473463,25027,2481,2481,14668,371,300,290,1780,1686,38.0,4.54,-100.0,-1,-1,64,346,13,0,0,0
D300246:bin_000034.fa,o__Bacteroidales (UID2716),92,487,270,94.16,4.32,25.0,2782249,40078,2259,2259,21261,437,353,335,2534,2339,38.6,5.56,-100.0,-1,-1,67,408,10,2,0,0
D300246:bin_000035.fa,f__Lachnospiraceae (UID1286),57,420,207,90.16,7.0,39.13,2155014,28688,2039,2039,20536,385,315,301,2432,2279,38.5,5.42,-100.0,-1,-1,81,318,20,1,0,0
D300246:bin_000036.fa,g__Prevotella (UID2724),55,567,296,85.39,3.15,33.33,2855879,39708,2281,2281,38611,450,364,346,1838,1753,37.8,4.68,-100.0,-1,-1,110,445,12,0,0,0
D300246:bin_000037.fa,f__Lachnospiraceae (UID1286),57,420,207,96.19,5.07,29.41,2725101,35536,2549,2549,56610,392,323,309,1568,1482,38.5,6.42,-100.0,-1,-1,64,339,17,0,0,0
D300246:bin_000038.fa,f__Lachnospiraceae (UID1286),57,420,207,90.4,2.59,36.36,2091493,26717,2007,2007,23969,384,317,304,3893,3555,40.2,7.04,-100.0,-1,-1,90,319,11,0,0,0
D300246:bin_000039.fa,k__Bacteria (UID203),5449,104,58,98.28,39.22,55.0,5259696,77643,4464,4464,32829,444,344,327,4911,4535,37.5,5.14,-100.0,-1,-1,1,45,39,11,8,0
D300246:bin_000040.fa,o__Clostridiales (UID1212),172,261,147,77.23,2.38,50.0,2071447,20737,2275,2275,5013,334,271,262,1480,1412,37.7,6.16,-100.0,-1,-1,79,178,4,0,0,0
D300246:bin_000041.fa,f__Lachnospiraceae (UID1286),57,420,207,87.29,3.81,36.84,2659813,35146,2557,2557,25219,384,310,297,1623,1514,39.7,6.21,-100.0,-1,-1,97,308,13,2,0,0
D300246:bin_000042.fa,o__Bacteroidales (UID2716),92,487,270,90.32,3.56,64.29,2527097,36275,2254,2254,11111,413,326,310,2570,2373,36.9,4.86,-100.0,-1,-1,84,391,11,1,0,0
D300246:bin_000043.fa,k__Bacteria (UID203),5449,104,58,79.62,8.62,14.29,2243999,32368,1926,1926,16949,420,347,330,1826,1722,38.3,5.24,-100.0,-1,-1,50,47,7,0,0,0
D300246:bin_000044.fa,k__Bacteria (UID203),5449,104,58,75.17,3.45,100.0,3657563,57872,3169,3169,21864,441,346,328,3558,3324,38.5,4.89,-100.0,-1,-1,52,50,2,0,0,0
D300246:bin_000045.fa,k__Bacteria (UID203),5449,104,58,75.86,2.59,0.0,2350763,31211,2046,2046,12229,412,327,312,1854,1790,36.9,5.73,-100.0,-1,-1,53,49,2,0,0,0
D300246:bin_000046.fa,f__Veillonellaceae (UID1032),33,423,214,95.97,73.64,75.0,4230497,39606,4526,4526,6103,344,277,269,5087,4815,36.4,6.17,-100.0,-1,-1,24,160,212,26,1,0
D300246:bin_000047.fa,k__Bacteria (UID203),5449,104,58,65.52,2.59,100.0,2183323,32856,1832,1832,18498,424,349,331,2519,2324,37.8,4.85,-100.0,-1,-1,60,42,2,0,0,0
D300246:bin_000048.fa,o__Bacteroidales (UID2617),213,406,265,64.66,1.05,20.0,1308171,17951,1383,1383,3119,363,286,273,2116,2013,38.2,4.47,-100.0,-1,-1,156,245,5,0,0,0
D300246:bin_000049.fa,k__Bacteria (UID203),5449,104,58,91.38,47.36,56.1,2536564,34975,2739,2739,3385,369,285,272,1838,1746,39.3,3.02,-100.0,-1,-1,6,40,49,7,2,0
D300246:bin_000050.fa,k__Bacteria (UID203),5449,104,58,62.93,0.0,0.0,1994426,28673,1768,1768,10350,417,332,316,1506,1413,38.4,4.32,-100.0,-1,-1,63,41,0,0,0,0
D300246:bin_000051.fa,f__Lachnospiraceae (UID1286),57,420,207,77.11,3.0,44.44,1839729,26308,1955,1955,5094,344,280,266,2082,1962,38.8,6.38,-100.0,-1,-1,132,279,9,0,0,0
D300246:bin_000052.fa,f__Lachnospiraceae (UID1286),57,420,207,65.85,3.55,45.45,2249044,30444,2388,2388,7693,350,283,270,1420,1338,38.7,5.48,-100.0,-1,-1,165,244,11,0,0,0
D300246:bin_000053.fa,k__Bacteria (UID203),5449,103,57,95.69,67.0,20.83,3131235,64100,3456,3457,12256,339,267,249,5713,5166,38.4,5.85,-100.0,-1,-1,7,35,57,3,1,0
D300246:bin_000054.fa,o__Clostridiales (UID1212),172,263,149,67.27,9.28,16.67,1909345,18307,2379,2379,2735,303,237,229,1023,997,38.3,4.66,-100.0,-1,-1,108,139,15,1,0,0
D300246:bin_000055.fa,k__Bacteria (UID203),5449,102,56,64.29,3.57,66.67,1622978,16490,1761,1761,4954,332,273,264,1517,1456,35.6,7.22,-100.0,-1,-1,61,38,3,0,0,0
D300246:bin_000056.fa,k__Bacteria (UID203),5449,104,58,60.13,3.45,0.0,2197162,33394,2243,2243,4522,379,300,286,1644,1556,39.1,5.98,-100.0,-1,-1,60,42,2,0,0,0
D300246:bin_000057.fa,k__Bacteria (UID203),5449,103,57,80.35,32.24,2.27,2338247,35922,2971,2971,2477,289,230,218,1371,1275,39.1,5.27,-100.0,-1,-1,17,48,23,11,2,2
D300247:bin_000001.fa,o__Bacteroidales (UID2617),213,406,265,93.58,2.2,77.78,2724807,39719,2433,2433,10566,410,322,306,2172,2019,37.3,5.36,-100.0,-1,-1,21,376,9,0,0,0
D300247:bin_000002.fa,g__Lactobacillus (UID377),91,430,154,98.73,3.18,40.0,1992469,32126,2153,2153,20924,338,274,259,1666,1502,35.4,6.79,-100.0,-1,-1,5,415,10,0,0,0
D300247:bin_000003.fa,o__Bacteroidales (UID2657),160,492,269,95.04,5.7,33.33,2725092,32806,2121,2121,15593,437,350,334,2517,2340,36.5,4.5,-100.0,-1,-1,16,452,24,0,0,0
D300247:bin_000004.fa,p__Bacteroidetes (UID2605),350,316,210,94.33,0.95,0.0,2445038,34683,2074,2074,34132,436,363,346,2021,1912,39.2,4.47,-100.0,-1,-1,15,298,3,0,0,0
D300247:bin_000005.fa,o__Bacteroidales (UID2657),160,492,269,94.58,1.99,80.0,2260394,26799,1901,1901,8008,420,333,319,3524,3319,36.8,4.95,-100.0,-1,-1,20,462,10,0,0,0
